,arresting_agency,bail_type,bail_amt,re-entry,race,gender,city,state_x,zip,age,booking_days,treatment_days,mental_health,latitude,longitude,fips,blockgroup,county,state_y,tract,per_capita_income,poverty_stat,household_income,mortgage_stat,school_enrollment_16-19,own_children_under18,SSI_income,grandparent_care,military_service,education_25,property_value_occupied,retirement_income,rent_over_income
118,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,W,M,Overland Park,KS,66212,43.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
119,PRAIRIE VILLAGE P.D.,SUR,5000.0,0,W,F,Overland Park,KS,66212,56.0,15.0,300.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
120,OVERLAND PARK P.D.,ORCD,2500.0,0,W,M,Overland Park,KS,66212,41.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
121,OLATHE P.D.,PR,1500.0,0,W,F,Overland Park,KS,66212,32.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
122,OVERLAND PARK P.D.,CA,500.0,0,W,M,Overland Park,KS,66212,35.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
123,OVERLAND PARK P.D.,PR,1000.0,1,W,M,Overland Park,KS,66212,39.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
124,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,W,M,Overland Park,KS,66212,62.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
125,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,25000.0,0,W,M,Overland Park,KS,66212,57.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
126,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Overland Park,KS,66212,47.0,0.0,95.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
127,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Overland Park,KS,66212,40.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
128,OVERLAND PARK P.D.,ORCD,1500.0,0,W,M,Overland Park,KS,66212,56.0,1.0,169.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
129,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,0,W,M,Overland Park,KS,66212,50.0,44.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
130,MISSION P.D.,SUR,2500.0,0,W,M,Overland Park,KS,66212,38.0,84.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
131,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1500.0,0,W,M,Overland Park,KS,66212,48.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
132,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,0,W,M,Overland Park,KS,66212,39.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
133,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,250.0,0,W,F,Overland Park,KS,66212,54.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
134,OVERLAND PARK P.D.,PR,5000.0,1,B,M,Overland Park,KS,66212,45.0,125.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
135,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Overland Park,KS,66212,43.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
136,OVERLAND PARK P.D.,PR,2500.0,0,W,M,Overland Park,KS,66212,32.0,2.0,83.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
137,LENEXA P.D.,SUR,5000.0,0,W,M,Overland Park,KS,66212,46.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
138,SHAWNEE P.D.,SUR,5000.0,1,W,M,Overland Park,KS,66212,40.0,0.0,137.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
139,OVERLAND PARK P.D.,ORCD,1000.0,0,W,F,Overland Park,KS,66212,39.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
140,SHAWNEE P.D.,SUR,3500.0,1,W,M,Overland Park,KS,66212,40.0,2.0,137.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
141,OVERLAND PARK P.D.,CA,1000.0,1,W,F,Overland Park,KS,66212,63.0,11.0,0.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
142,OVERLAND PARK P.D.,CA,1000.0,1,W,F,Overland Park,KS,66212,63.0,11.0,0.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
143,OVERLAND PARK P.D.,CA,1000.0,1,W,F,Overland Park,KS,66212,63.0,11.0,0.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
144,OVERLAND PARK P.D.,PR,2500.0,0,W,M,Overland Park,KS,66212,63.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
145,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,500.0,1,W,M,Overland Park,KS,66212,40.0,2.0,137.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
146,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,1000.0,0,W,M,Overland Park,KS,66212,54.0,28.0,229.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
147,OLATHE P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,40.0,0.0,137.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
148,OVERLAND PARK P.D.,SUR,2000.0,0,W,M,Overland Park,KS,66212,38.0,4.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
149,OVERLAND PARK P.D.,SUR,2500.0,0,W,M,Overland Park,KS,66212,44.0,89.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
150,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,B,M,Overland Park,KS,66212,32.0,16.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
151,SHAWNEE P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,40.0,61.0,137.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
152,OVERLAND PARK P.D.,SUR,2500.0,0,W,M,Overland Park,KS,66212,55.0,88.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
153,MERRIAM P.D.,SUR,5000.0,1,W,M,Overland Park,KS,66212,60.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
154,OVERLAND PARK P.D.,SUR,25000.0,1,W,M,Overland Park,KS,66212,42.0,1.0,49.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
155,MERRIAM P.D.,SUR,1500.0,0,B,F,Overland Park,KS,66212,49.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
156,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Overland Park,KS,66212,49.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
157,OVERLAND PARK P.D.,SUR,2500.0,0,W,M,Overland Park,KS,66212,69.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
158,OVERLAND PARK P.D.,SUR,5000.0,1,B,M,Overland Park,KS,66212,32.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
159,OLATHE P.D.,GPS,1500.0,0,W,M,Overland Park,KS,66212,54.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
160,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,M,Overland Park,KS,66212,60.0,179.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
161,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,0,B,M,Overland Park,KS,66212,39.0,291.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
162,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Overland Park,KS,66212,46.0,444.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
163,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Overland Park,KS,66212,52.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
164,OVERLAND PARK P.D.,PR,1000.0,0,W,M,Overland Park,KS,66212,43.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
165,OVERLAND PARK P.D.,SUR,3500.0,0,W,M,Overland Park,KS,66212,39.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
166,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,M,Overland Park,KS,66212,42.0,1.0,49.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
167,OVERLAND PARK P.D.,SUR,7500.0,0,B,F,Overland Park,KS,66212,47.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
168,OVERLAND PARK P.D.,PR,500.0,0,W,F,Overland Park,KS,66212,28.0,3.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
169,OVERLAND PARK P.D.,CA,2500.0,0,W,F,Overland Park,KS,66212,59.0,7.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
170,OLATHE P.D.,PR,10000.0,0,B,M,Overland Park,KS,66212,40.0,55.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
171,OVERLAND PARK P.D.,CA,1000.0,0,W,M,Overland Park,KS,66212,67.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
172,OVERLAND PARK P.D.,PR,500.0,0,W,M,Overland Park,KS,66212,43.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
173,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,1,W,F,Overland Park,KS,66212,28.0,330.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
174,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,B,M,Overland Park,KS,66212,32.0,31.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
175,MERRIAM P.D.,SUR,2500.0,0,W,M,Overland Park,KS,66212,31.0,40.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
176,OVERLAND PARK P.D.,PR,2500.0,0,W,M,Overland Park,KS,66212,34.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
177,OVERLAND PARK P.D.,PR,3500.0,0,W,M,Overland Park,KS,66212,60.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
178,OVERLAND PARK P.D.,PR,2500.0,0,W,M,Overland Park,KS,66212,43.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
179,ROELAND PARK P.D.,PR,2500.0,0,W,M,Overland Park,KS,66212,34.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
180,OVERLAND PARK P.D.,PR,2500.0,1,W,M,Overland Park,KS,66212,36.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
181,OVERLAND PARK P.D.,PR,1000.0,0,W,F,Overland Park,KS,66212,46.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
182,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,51.0,37.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
183,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,7500.0,1,W,M,Overland Park,KS,66212,38.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
184,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,7500.0,1,W,M,Overland Park,KS,66212,30.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
185,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,0,W,M,Overland Park,KS,66212,36.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
186,JOHNSON COUNTY SHERIFF'S DEPARTMENT,PR,15000.0,0,B,M,Overland Park,KS,66212,30.0,75.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
187,OLATHE P.D.,SUR,2500.0,1,B,M,Overland Park,KS,66212,32.0,65.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
188,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,10000.0,0,W,M,Overland Park,KS,66212,40.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
189,OVERLAND PARK P.D.,SUR,3500.0,1,W,M,Overland Park,KS,66212,46.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
190,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,F,Overland Park,KS,66212,34.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
191,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,B,M,Overland Park,KS,66212,38.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
192,OVERLAND PARK P.D.,PR,1500.0,0,W,M,Overland Park,KS,66212,40.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
193,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,2500.0,0,W,M,Overland Park,KS,66212,45.0,89.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
194,OVERLAND PARK P.D.,CA,3500.0,0,W,M,Overland Park,KS,66212,64.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
195,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,51.0,43.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
196,OVERLAND PARK P.D.,SUR,10000.0,0,W,M,Overland Park,KS,66212,36.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
197,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,65.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
198,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Overland Park,KS,66212,46.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
199,MISSION P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,31.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
200,OVERLAND PARK P.D.,SUR,10000.0,1,B,M,Overland Park,KS,66212,48.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
201,OVERLAND PARK P.D.,PR,1000.0,1,W,F,Overland Park,KS,66212,31.0,87.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
202,OVERLAND PARK P.D.,ORCD,1500.0,0,W,M,Overland Park,KS,66212,58.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
203,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,5000.0,1,W,M,Overland Park,KS,66212,62.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
204,OVERLAND PARK P.D.,SUR,2500.0,0,W,F,Overland Park,KS,66212,37.0,1.0,2639.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
205,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,F,Overland Park,KS,66212,63.0,19.0,0.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
206,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,F,Overland Park,KS,66212,63.0,19.0,0.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
207,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,2500.0,1,W,F,Overland Park,KS,66212,63.0,19.0,0.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
208,OLATHE P.D.,PR,2500.0,0,W,M,Overland Park,KS,66212,36.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
209,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,1500.0,0,W,M,Overland Park,KS,66212,36.0,7.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
210,MISSION P.D.,ORCD,0.0,1,W,F,Overland Park,KS,66212,25.0,6.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
211,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,29.0,58.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
212,OVERLAND PARK P.D.,SUR,2500.0,0,W,M,Overland Park,KS,66212,26.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
213,OVERLAND PARK P.D.,SUR,50000.0,1,W,M,Overland Park,KS,66212,46.0,69.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
214,OVERLAND PARK P.D.,PR,1500.0,0,W,M,Overland Park,KS,66212,44.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
215,PRAIRIE VILLAGE P.D.,SUR,2000.0,1,W,M,Overland Park,KS,66212,40.0,13.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
216,JOHNSON COUNTY SHERIFF'S DEPARTMENT,CA,10000.0,0,W,M,Overland Park,KS,66212,30.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
217,OVERLAND PARK P.D.,PR,1500.0,0,W,F,Overland Park,KS,66212,32.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
218,OVERLAND PARK P.D.,SUR,3500.0,1,W,M,Overland Park,KS,66212,38.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
219,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,W,M,Overland Park,KS,66212,31.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
220,OVERLAND PARK P.D.,SUR,2500.0,0,W,F,Overland Park,KS,66212,44.0,0.0,0.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
221,OVERLAND PARK P.D.,SUR,2500.0,0,W,F,Overland Park,KS,66212,44.0,0.0,205.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
222,OVERLAND PARK P.D.,PR,1500.0,0,W,M,Overland Park,KS,66212,63.0,31.0,468.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
223,OVERLAND PARK P.D.,PR,1500.0,0,W,M,Overland Park,KS,66212,63.0,31.0,353.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
224,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,60.0,85.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
225,OVERLAND PARK P.D.,PR,1500.0,1,W,M,Overland Park,KS,66212,54.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
226,OVERLAND PARK P.D.,SUR,5000.0,1,W,M,Overland Park,KS,66212,54.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
227,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,1,W,F,Overland Park,KS,66212,43.0,0.0,565.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
228,OVERLAND PARK P.D.,SUR,1000.0,0,W,M,Overland Park,KS,66212,35.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
229,JOHNSON COUNTY SHERIFF'S DEPARTMENT,SUR,3500.0,0,W,M,Overland Park,KS,66212,52.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
230,OVERLAND PARK P.D.,PR,2500.0,0,B,M,Overland Park,KS,66212,58.0,2.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
231,OVERLAND PARK P.D.,SUR,1500.0,0,W,M,Overland Park,KS,66212,34.0,1.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
232,OVERLAND PARK P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,65.0,37.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
233,GARDNER P.D.,SUR,2500.0,1,W,M,Overland Park,KS,66212,41.0,192.0,160.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
234,OVERLAND PARK P.D.,SUR,2500.0,0,W,F,Overland Park,KS,66212,39.0,0.0,-1.0,0,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
235,KANSAS HIGHWAY PATROL,SUR,10000.0,1,W,M,Overland Park,KS,66212,56.0,1.0,92.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
236,OVERLAND PARK P.D.,PR,2500.0,1,W,F,Overland Park,KS,66212,36.0,2.0,1610.0,1,38.959606,-94.68189,200910518033010,3,91,20,51803,26836,1118,456,364,167,175,456,692,66,776,364,456,92
